,hymn,name,is_bach,AverageMelodicIntervalFeature,MostCommonMelodicIntervalFeature,DistanceBetweenMostCommonMelodicIntervalsFeature,MostCommonMelodicIntervalPrevalenceFeature,NumberOfCommonMelodicIntervalsFeature,AmountOfArpeggiationFeature,ChromaticMotionFeature,MelodicThirdsFeature,MelodicTritonesFeature,DirectionOfMotionFeature,SizeOfMelodicArcsFeature,MostCommonPitchPrevalenceFeature,RelativeStrengthOfTopPitchesFeature,IntervalBetweenStrongestPitchesFeature,NumberOfCommonPitchesFeature,PitchVarietyFeature,PitchClassVarietyFeature,RangeFeature,MostCommonPitchFeature,ImportanceOfBassRegisterFeature,ImportanceOfHighRegisterFeature,BasicPitchHistogramFeature,PitchClassDistributionFeature,QualityFeature,NoteDensityFeature,AverageNoteDurationFeature,VariabilityOfNoteDurationFeature,MinimumNoteDurationFeature,AverageTimeBetweenAttacksFeature,AverageTimeBetweenAttacksForEachVoiceFeature,InitialTempoFeature,InitialTimeSignatureFeature,CompoundOrSimpleMeterFeature,TripleMeterFeature,QuintupleMeterFeature,ChangesOfMeterFeature,DurationFeature,AverageNumberOfIndependentVoicesFeature
176,<music21.stream.Score 0x7efed3ce6b50>,bwv314,1,2.0648648648648646,2.0,1.0,0.40540540540540543,0,0.24864864864864866,0,,0,0.49032258064516127,0,0.13756613756613756,0,,2.0,25.0,10.0,33.0,64.0,0,,0,0.19576719576719576,1.0,9.45,0.42328042328042326,0.19133084641885434,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
177,<music21.stream.Score 0x7efed3c3e4c0>,bwv315,1,2.36144578313253,2.0,1.0,0.3895582329317269,0,0.23293172690763053,0,,0,0.4663677130044843,0,0.11067193675889328,0,,2.0,29.0,11.0,36.0,64.0,0,,0,0.1818181818181818,1.0,10.541666666666666,0.36363636363636365,0.17412065401883495,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
178,<music21.stream.Score 0x7efed3b51a30>,bwv316,1,2.3676470588235294,2.0,1.0,0.4019607843137255,0,0.2647058823529412,0,,0,0.46774193548387094,0,0.09134615384615384,0,,2.0,31.0,11.0,37.0,67.0,0,,0,0.1778846153846154,1.0,10.4,0.38461538461538464,0.14314495125922505,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
179,<music21.stream.Score 0x7efed3b015b0>,bwv317,1,2.072992700729927,2.0,1.0,0.41605839416058393,0,0.2664233576642336,0,,0,0.45454545454545453,0,0.13309352517985612,0,,3.0,26.0,10.0,36.0,57.0,0,,0,0.22302158273381295,0.0,8.6875,0.460431654676259,0.1786968032371875,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
180,<music21.stream.Score 0x7efed38da6d0>,bwv318,1,2.4615384615384617,2.0,1.0,0.4717948717948718,0,0.21025641025641026,0,,0,0.4946236559139785,0,0.10552763819095477,0,,2.0,26.0,9.0,36.0,62.0,0,,0,0.19597989949748745,0.0,7.653846153846154,0.5226130653266332,0.307910703021716,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
181,<music21.stream.Score 0x7efed381b400>,bwv319,1,2.305,2.0,1.0,0.425,0,0.24,0,,0,0.5056179775280899,0,0.15196078431372548,0,,3.0,25.0,10.0,34.0,64.0,0,,0,0.22058823529411764,1.0,9.272727272727273,0.43137254901960786,0.22389944003155451,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
182,<music21.stream.Score 0x7efed37799a0>,bwv326,1,2.2403846153846154,2.0,1.0,0.46153846153846156,0,0.2403846153846154,0,,0,0.5,0,0.13679245283018868,0,,2.0,22.0,9.0,33.0,62.0,0,,0,0.21698113207547168,0.0,8.153846153846153,0.49056603773584906,0.22367146640620136,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
183,<music21.stream.Score 0x7efed36662b0>,bwv320,1,2.4759358288770055,2.0,1.0,0.3770053475935829,0,0.2887700534759358,0,,0,0.4617737003058104,0,0.1111111111111111,0,,2.0,28.0,10.0,36.0,65.0,0,,0,0.18783068783068782,0.0,6.631578947368421,0.6031746031746031,0.2902798798869301,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,57.0,0
184,<music21.stream.Score 0x7efed3546040>,bwv321,1,2.527027027027027,2.0,1.0,0.27702702702702703,0,0.4189189189189189,0,,0,0.4715447154471545,0,0.14473684210526316,0,,1.0,24.0,8.0,36.0,65.0,0,,0,0.23026315789473684,0.0,6.333333333333333,0.631578947368421,0.3358969830781414,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,24.0,0
185,<music21.stream.Score 0x7efed346e4f0>,bwv322,1,2.391691394658754,2.0,1.0,0.4332344213649852,0,0.228486646884273,0,,0,0.45098039215686275,0,0.10850439882697947,0,,2.0,26.0,10.0,38.0,67.0,0,,0,0.22287390029325513,0.0,8.525,0.4633431085043988,0.26257544010949496,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,40.0,0
186,<music21.stream.Score 0x7efed32e3bb0>,bwv323,1,1.9473684210526316,2.0,1.0,0.3263157894736842,0,0.3368421052631579,0,,0,0.43037974683544306,0,0.1111111111111111,0,,2.0,24.0,10.0,34.0,66.0,0,,0,0.17171717171717174,1.0,4.5,0.8888888888888888,0.5530245375835258,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
187,<music21.stream.Score 0x7efed32a6580>,bwv324,1,1.6,0.0,2.0,0.39,0,0.54,0,,0,0.4262295081967213,0,0.14423076923076922,0,,4.0,21.0,8.0,34.0,62.0,0,,0,0.25,1.0,4.9523809523809526,0.8076923076923077,0.45630040452710274,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,21.0,0
188,<music21.stream.Score 0x7efed328b070>,bwv325,1,2.414035087719298,2.0,1.0,0.4105263157894737,0,0.28421052631578947,0,,0,0.44841269841269843,0,0.09342560553633218,0,,1.0,26.0,8.0,41.0,65.0,0,,0,0.20415224913494812,0.0,8.5,0.45674740484429066,0.26321043300644104,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,34.0,0
189,<music21.stream.Score 0x7efed32022e0>,bwv326,1,2.118918918918919,2.0,1.0,0.3945945945945946,0,0.2810810810810811,0,,0,0.4585987261146497,0,0.10052910052910052,0,,2.0,25.0,8.0,39.0,65.0,0,,0,0.19047619047619047,0.0,7.875,0.5079365079365079,0.2919836847483675,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,24.0,0
190,<music21.stream.Score 0x7efed30840d0>,bwv327,1,2.2344827586206897,2.0,1.0,0.35172413793103446,0,0.3724137931034483,0,,0,0.46218487394957986,0,0.12080536912751678,0,,2.0,24.0,9.0,34.0,69.0,0,,0,0.2080536912751678,0.0,6.208333333333333,0.6442953020134228,0.23204158107342837,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,24.0,0
191,<music21.stream.Score 0x7efed2f89730>,bwv328,1,2.3004158004158004,2.0,1.0,0.4158004158004158,0,0.25467775467775466,0,,0,0.4783118405627198,0,0.10973084886128365,0,,2.0,32.0,12.0,38.0,62.0,0,,0,0.16459627329192547,1.0,10.010362694300518,0.39751552795031053,0.24005377517605106,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,96.5,0
192,<music21.stream.Score 0x7efed2d60250>,bwv329,1,2.3438914027149322,2.0,1.0,0.4253393665158371,0,0.2669683257918552,0,,0,0.46596858638743455,0,0.12444444444444444,0,,2.0,27.0,10.0,38.0,58.0,0,,0,0.21777777777777776,0.0,8.035714285714286,0.49777777777777776,0.3199315127328131,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
193,<music21.stream.Score 0x7efed2a99580>,bwv336,1,2.157190635451505,2.0,1.0,0.44816053511705684,0,0.22073578595317725,0,,0,0.4830188679245283,0,0.10561056105610561,0,,1.0,32.0,11.0,39.0,64.0,0,,0,0.19141914191419143,0.0,9.46875,0.4158415841584158,0.17599514691065862,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
194,<music21.stream.Score 0x7efed2a13130>,bwv330,1,2.557471264367816,2.0,1.0,0.3793103448275862,0,0.25287356321839083,0,,0,0.4591194968553459,0,0.09550561797752809,0,,1.0,30.0,10.0,39.0,69.0,0,,0,0.20224719101123595,1.0,10.17142857142857,0.39325842696629215,0.24685562027316071,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,17.5,0
195,<music21.stream.Score 0x7efed2931520>,bwv331,1,2.23972602739726,2.0,1.0,0.3493150684931507,0,0.3082191780821918,0,,0,0.4435483870967742,0,0.11333333333333333,0,,2.0,26.0,10.0,34.0,69.0,0,,0,0.2,1.0,7.5,0.5333333333333333,0.3296673407475414,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
196,<music21.stream.Score 0x7efed28bc700>,bwv332,1,2.2567567567567566,2.0,1.0,0.3581081081081081,0,0.3310810810810811,0,,0,0.5163934426229508,0,0.14473684210526316,0,,2.0,25.0,10.0,34.0,62.0,0,,0,0.23026315789473684,0.0,9.5,0.42105263157894735,0.12308083509124806,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
197,<music21.stream.Score 0x7efed27fc580>,bwv333,1,2.357843137254902,2.0,1.0,0.3382352941176471,0,0.2549019607843137,0,,0,0.45698924731182794,0,0.1201923076923077,0,,2.0,25.0,10.0,32.0,62.0,0,,0,0.1875,1.0,10.4,0.38461538461538464,0.17351040800594797,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
198,<music21.stream.Score 0x7efed280c310>,bwv334,1,2.305,2.0,1.0,0.355,0,0.24,0,,0,0.4519774011299435,0,0.13725490196078433,0,,1.0,27.0,11.0,33.0,62.0,0,,0,0.22058823529411764,1.0,9.272727272727273,0.43137254901960786,0.2299745903086255,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
199,<music21.stream.Score 0x7efed2651b20>,bwv335,1,2.32,2.0,1.0,0.3933333333333333,0,0.24666666666666667,0,,0,0.5378787878787878,0,0.09740259740259741,0,,1.0,30.0,12.0,38.0,64.0,0,,0,0.17532467532467533,1.0,9.625,0.4155844155844156,0.13277990290050995,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
200,<music21.stream.Score 0x7efed25f0250>,bwv336,1,1.868421052631579,2.0,1.0,0.375,0,0.28289473684210525,0,,0,0.4583333333333333,0,0.10897435897435898,0,,3.0,28.0,11.0,33.0,64.0,0,,0,0.1794871794871795,0.0,9.75,0.41025641025641024,0.13411843559556202,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
201,<music21.stream.Score 0x7efed24c74f0>,bwv337,1,1.75,2.0,1.0,0.44387755102040816,0,0.24489795918367346,0,,0,0.4782608695652174,0,0.095,0,,1.0,29.0,12.0,36.0,64.0,0,,0,0.165,1.0,8.333333333333334,0.48,0.2754087870784082,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
202,<music21.stream.Score 0x7efed240b6a0>,bwv338,1,1.9743589743589745,2.0,1.0,0.358974358974359,0,0.26153846153846155,0,,0,0.4431137724550898,0,0.1507537688442211,0,,2.0,27.0,11.0,30.0,64.0,0,,0,0.21608040201005024,1.0,9.95,0.4020100502512563,0.175373914677308,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
203,<music21.stream.Score 0x7efed232a310>,bwv339,1,2.228855721393035,2.0,1.0,0.4129353233830846,0,0.22388059701492538,0,,0,0.44021739130434784,0,0.09268292682926829,0,,1.0,30.0,12.0,36.0,64.0,0,,0,0.18048780487804877,0.0,7.884615384615385,0.4585365853658537,0.23482023197424418,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
204,<music21.stream.Score 0x7efed223c1f0>,bwv340,1,2.224438902743142,2.0,1.0,0.3865336658354115,0,0.26932668329177056,0,,0,0.4463768115942029,0,0.1111111111111111,0,,1.0,30.0,12.0,34.0,64.0,0,,0,0.18024691358024691,0.0,10.657894736842104,0.37530864197530867,0.13763286662239865,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,38.0,0
205,<music21.stream.Score 0x7efed20d4be0>,bwv341,1,2.4855072463768115,2.0,1.0,0.4492753623188406,0,0.21739130434782608,0,,0,0.4806201550387597,0,0.1056338028169014,0,,2.0,26.0,10.0,33.0,62.0,0,,0,0.17605633802816903,1.0,7.888888888888889,0.4788732394366197,0.2806759913152061,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,18.0,0
206,<music21.stream.Score 0x7efed204fb20>,bwv342,1,1.8495575221238938,2.0,1.0,0.38495575221238937,0,0.252212389380531,0,,0,0.5185185185185185,0,0.1,0,,1.0,26.0,11.0,34.0,64.0,0,,0,0.21304347826086956,1.0,6.388888888888889,0.6260869565217392,0.31428648147599875,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,36.0,0
207,<music21.stream.Score 0x7efed1f191c0>,bwv343,1,2.469298245614035,2.0,1.0,0.40789473684210525,0,0.20614035087719298,0,,0,0.45161290322580644,0,0.11206896551724138,0,,2.0,26.0,10.0,36.0,62.0,0,,0,0.1724137931034483,1.0,7.365079365079365,0.5431034482758621,0.31554697664669207,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,31.5,0
208,<music21.stream.Score 0x7efed1e1b8b0>,bwv344,1,2.2413793103448274,2.0,1.0,0.3146551724137931,0,0.375,0,,0,0.4222222222222222,0,0.1228813559322034,0,,2.0,29.0,9.0,41.0,62.0,0,,0,0.211864406779661,1.0,6.555555555555555,0.6101694915254238,0.3096990968579933,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,36.0,0
209,<music21.stream.Score 0x7efed1d29b20>,bwv345,1,2.23,2.0,1.0,0.32,0,0.29,0,,0,0.4502923976608187,0,0.09313725490196079,0,,2.0,33.0,12.0,36.0,67.0,0,,0,0.19607843137254902,1.0,10.2,0.39215686274509803,0.1646996818394036,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
210,<music21.stream.Score 0x7efed1c40dc0>,bwv346,1,2.275,2.0,1.0,0.3541666666666667,0,0.2875,0,,0,0.45410628019323673,0,0.09836065573770492,0,,3.0,28.0,12.0,36.0,60.0,0,,0,0.18852459016393444,0.0,8.0,0.48360655737704916,0.26489965800177967,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,30.5,0
211,<music21.stream.Score 0x7efed1b348b0>,bwv347,1,2.4,2.0,1.0,0.4711111111111111,0,0.17333333333333334,0,,0,0.4354066985645933,0,0.11353711790393013,0,,1.0,26.0,10.0,36.0,64.0,0,,0,0.17903930131004367,0.0,8.807692307692308,0.45414847161572053,0.25795051277163367,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
212,<music21.stream.Score 0x7efed1b0b0d0>,bwv348,1,2.3690036900369003,2.0,1.0,0.3985239852398524,0,0.24354243542435425,0,,0,0.4605809128630705,0,0.12727272727272726,0,,2.0,27.0,10.0,36.0,65.0,0,,0,0.20363636363636364,0.0,8.59375,0.46545454545454545,0.17499940968023223,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
213,<music21.stream.Score 0x7efed196d370>,bwv349,1,2.1019108280254777,2.0,1.0,0.39490445859872614,0,0.27388535031847133,0,,0,0.4883720930232558,0,0.14906832298136646,0,,2.0,23.0,9.0,33.0,65.0,0,,0,0.24844720496894407,0.0,6.708333333333333,0.5962732919254659,0.3631001262861788,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,24.0,0
214,<music21.stream.Score 0x7efed1909370>,bwv350,1,2.0314285714285716,2.0,1.0,0.39714285714285713,0,0.23714285714285716,0,,0,0.49032258064516127,0,0.12994350282485875,0,,3.0,27.0,11.0,33.0,62.0,0,,0,0.20056497175141244,1.0,9.833333333333334,0.4067796610169492,0.18304725095860058,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,36.0,0
215,<music21.stream.Score 0x7efed1847550>,bwv351,1,1.6724137931034482,1.0,1.0,0.2988505747126437,0,0.3735632183908046,0,,0,0.4883720930232558,0,0.1348314606741573,0,,2.0,27.0,11.0,34.0,62.0,0,,0,0.19662921348314605,1.0,9.88888888888889,0.4044943820224719,0.13319020981630084,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,18.0,0
216,<music21.stream.Score 0x7efed1622790>,bwv352,1,2.1666666666666665,2.0,1.0,0.41025641025641024,0,0.20512820512820512,0,,0,0.41232227488151657,0,0.10084033613445378,0,,1.0,28.0,11.0,34.0,64.0,0,,0,0.18487394957983191,1.0,9.916666666666666,0.40336134453781514,0.19272276125936946,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
217,<music21.stream.Score 0x7efed15fb2e0>,bwv353,1,2.185344827586207,2.0,1.0,0.36637931034482757,0,0.2974137931034483,0,,0,0.42857142857142855,0,0.13559322033898305,0,,2.0,26.0,10.0,34.0,62.0,0,,0,0.19915254237288135,1.0,8.428571428571429,0.4745762711864407,0.29899165020878177,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
218,<music21.stream.Score 0x7efed147aa90>,bwv354,1,2.1515151515151514,2.0,1.0,0.4329004329004329,0,0.22510822510822512,0,,0,0.424390243902439,0,0.10638297872340426,0,,1.0,28.0,11.0,34.0,65.0,0,,0,0.19574468085106383,1.0,9.791666666666666,0.4085106382978723,0.18488614925055624,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
219,<music21.stream.Score 0x7efed143e220>,bwv355,1,2.116788321167883,2.0,1.0,0.39416058394160586,0,0.2773722627737226,0,,0,0.4592274678111588,0,0.11151079136690648,0,,1.0,29.0,11.0,36.0,64.0,0,,0,0.20143884892086333,0.0,8.6875,0.460431654676259,0.2468488323819685,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
220,<music21.stream.Score 0x7efed1297730>,bwv356,1,2.693396226415094,2.0,1.0,0.3915094339622642,0,0.22641509433962265,0,,0,0.45685279187817257,0,0.10185185185185185,0,,2.0,29.0,10.0,39.0,67.0,0,,0,0.18055555555555555,1.0,7.2,0.5555555555555556,0.3188400078680277,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,30.0,0
221,<music21.stream.Score 0x7efed11d7940>,bwv357,1,2.215547703180212,2.0,1.0,0.30742049469964666,0,0.33568904593639576,0,,0,0.44782608695652176,0,0.13588850174216027,0,,3.0,28.0,10.0,38.0,67.0,0,,0,0.2229965156794425,1.0,8.96875,0.445993031358885,0.19443827774869088,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
222,<music21.stream.Score 0x7efed1034580>,bwv358,1,2.3316326530612246,2.0,1.0,0.3673469387755102,0,0.24489795918367346,0,,0,0.45977011494252873,0,0.105,0,,2.0,33.0,12.0,39.0,62.0,0,,0,0.2,1.0,7.6923076923076925,0.52,0.37758277238242743,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
223,<music21.stream.Score 0x7efed1038e50>,bwv359,1,1.9900497512437811,2.0,1.0,0.3781094527363184,0,0.31840796019900497,0,,0,0.47530864197530864,0,0.1073170731707317,0,,2.0,25.0,10.0,33.0,64.0,0,,0,0.2,0.0,8.541666666666666,0.4682926829268293,0.19885529042956412,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
224,<music21.stream.Score 0x7efed0ed2e20>,bwv364-2,1,2.2735042735042734,2.0,1.0,0.4230769230769231,0,0.31196581196581197,0,,0,0.4467005076142132,0,0.13865546218487396,0,,2.0,24.0,10.0,32.0,57.0,0,,0,0.21428571428571427,0.0,8.5,0.46218487394957986,0.2185763847941721,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
225,<music21.stream.Score 0x7efed0dd7df0>,bwv368-2,1,2.3517241379310345,2.0,1.0,0.4827586206896552,0,0.1793103448275862,0,,0,0.43609022556390975,0,0.10067114093959731,0,,1.0,26.0,12.0,31.0,71.0,0,,0,0.21476510067114093,1.0,9.3125,0.42953020134228187,0.2394248857857439,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
226,<music21.stream.Score 0x7efed0cfc8e0>,bwv360,1,2.158974358974359,2.0,2.0,0.358974358974359,0,0.4,0,,0,0.47619047619047616,0,0.10050251256281408,0,,1.0,26.0,9.0,36.0,65.0,0,,0,0.20603015075376885,0.0,8.291666666666666,0.4824120603015075,0.16767239251389313,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
227,<music21.stream.Score 0x7efed0bdf9d0>,bwv361,1,1.8986175115207373,2.0,1.0,0.423963133640553,0,0.2534562211981567,0,,0,0.4147727272727273,0,0.10407239819004525,0,,2.0,24.0,11.0,31.0,65.0,0,,0,0.18552036199095023,0.0,8.5,0.47058823529411764,0.3163802878790401,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
228,<music21.stream.Score 0x7efed0b556d0>,bwv362,1,1.933920704845815,2.0,1.0,0.3854625550660793,0,0.2533039647577093,0,,0,0.46736292428198434,0,0.09388646288209607,0,,1.0,28.0,11.0,36.0,65.0,0,,0,0.16593886462882096,0.0,8.641509433962264,0.462882096069869,0.27231317714721087,0,,0,120.0,4.0,0.0,0.0,0.0,1.0,53.0,0
229,<music21.stream.Score 0x7efed09715e0>,bwv363,1,2.3217821782178216,2.0,1.0,0.43564356435643564,0,0.22277227722772278,0,,0,0.44086021505376344,0,0.13106796116504854,0,,3.0,28.0,12.0,36.0,64.0,0,,0,0.18932038834951453,1.0,8.76595744680851,0.44660194174757284,0.2624924535135618,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,23.5,0
230,<music21.stream.Score 0x7efed0874670>,bwv364,1,2.39375,2.0,1.0,0.325,0,0.2625,0,,0,0.46153846153846156,0,0.14634146341463414,0,,2.0,28.0,12.0,34.0,62.0,0,,0,0.22560975609756098,1.0,7.454545454545454,0.5,0.3135652575329533,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
231,<music21.stream.Score 0x7efed07ad100>,bwv365,1,2.736111111111111,2.0,1.0,0.3125,0,0.3541666666666667,0,,0,0.46923076923076923,0,0.10135135135135136,0,,2.0,26.0,9.0,40.0,64.0,0,,0,0.22297297297297297,0.0,8.222222222222221,0.4864864864864865,0.3355156677875095,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,18.0,0
232,<music21.stream.Score 0x7efed07b7190>,bwv366,1,1.9653846153846153,2.0,1.0,0.4269230769230769,0,0.25,0,,0,0.5180180180180181,0,0.10227272727272728,0,,2.0,31.0,12.0,39.0,65.0,0,,0,0.1856060606060606,1.0,7.333333333333333,0.5454545454545454,0.34207502640716125,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,36.0,0
233,<music21.stream.Score 0x7efed06900d0>,bwv367,1,1.9698492462311559,2.0,2.0,0.3417085427135678,0,0.39195979899497485,0,,0,0.5503355704697986,0,0.11822660098522167,0,,1.0,26.0,11.0,33.0,67.0,0,,0,0.18226600985221675,0.0,8.458333333333334,0.4630541871921182,0.23902414911840553,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
234,<music21.stream.Score 0x7efed0541eb0>,bwv368,1,2.208469055374593,2.0,1.0,0.42671009771986973,0,0.25732899022801303,0,,0,0.5018181818181818,0,0.11254019292604502,0,,1.0,25.0,10.0,38.0,65.0,0,,0,0.17363344051446944,0.0,6.412371134020619,0.6229903536977492,0.3797872097185361,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,48.5,0
235,<music21.stream.Score 0x7efed0417be0>,bwv369,1,2.0053763440860215,2.0,1.0,0.3978494623655914,0,0.2903225806451613,0,,0,0.4697986577181208,0,0.08947368421052632,0,,0.0,29.0,11.0,36.0,64.0,0,,0,0.18421052631578946,1.0,7.916666666666667,0.5052631578947369,0.3088155371918329,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
236,<music21.stream.Score 0x7efed02fa550>,bwv376,1,2.2392026578073088,2.0,1.0,0.44518272425249167,0,0.21926910299003322,0,,0,0.4944237918215613,0,0.12459016393442623,0,,1.0,25.0,11.0,31.0,64.0,0,,0,0.19672131147540983,0.0,8.970588235294118,0.4459016393442623,0.22462082475884854,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,34.0,0
237,<music21.stream.Score 0x7efed01adf10>,bwv370,1,2.414285714285714,2.0,1.0,0.39285714285714285,0,0.2785714285714286,0,,0,0.5121951219512195,0,0.125,0,,3.0,24.0,10.0,40.0,67.0,0,,0,0.21527777777777776,0.0,9.0,0.4444444444444444,0.15713484026367722,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
238,<music21.stream.Score 0x7efed0136d90>,bwv371,1,2.3035264483627205,2.0,1.0,0.4156171284634761,0,0.22795969773299748,0,,0,0.46601941747572817,0,0.10776942355889724,0,,1.0,34.0,12.0,36.0,62.0,0,,0,0.16541353383458646,0.0,9.975,0.39849624060150374,0.2765437315317888,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,80.0,0
239,<music21.stream.Score 0x7efecfde17c0>,bwv372,1,1.9885931558935361,2.0,1.0,0.3193916349809886,0,0.30038022813688214,0,,0,0.4479638009049774,0,0.1348314606741573,0,,1.0,28.0,12.0,32.0,62.0,0,,0,0.19101123595505617,1.0,8.612903225806452,0.46441947565543074,0.23433694025540314,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,31.0,0
240,<music21.stream.Score 0x7efecfd9fc70>,bwv373,1,2.4313725490196076,2.0,1.0,0.41830065359477125,0,0.33986928104575165,0,,0,0.5076923076923077,0,0.1337579617834395,0,,2.0,24.0,9.0,38.0,62.0,0,,0,0.21656050955414013,0.0,7.85,0.5095541401273885,0.3893336524482815,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
241,<music21.stream.Score 0x7efecfd17a90>,bwv374,1,2.274447949526814,2.0,1.0,0.40063091482649843,0,0.22712933753943218,0,,0,0.5,0,0.09968847352024922,0,,2.0,28.0,11.0,36.0,62.0,0,,0,0.19003115264797507,1.0,8.337662337662337,0.4485981308411215,0.3147867752790565,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,38.5,0
242,<music21.stream.Score 0x7efecfc1a0d0>,bwv375,1,2.087431693989071,2.0,1.0,0.4262295081967213,0,0.28415300546448086,0,,0,0.4551282051282051,0,0.0962566844919786,0,,3.0,24.0,10.0,33.0,62.0,0,,0,0.2192513368983957,0.0,9.35,0.42513368983957217,0.25445886441196924,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
243,<music21.stream.Score 0x7efecfb06160>,bwv376,1,2.191011235955056,2.0,1.0,0.4101123595505618,0,0.2696629213483146,0,,0,0.4866666666666667,0,0.08791208791208792,0,,0.0,23.0,10.0,33.0,76.0,0,,0,0.2197802197802198,0.0,9.1,0.43956043956043955,0.26296246373973325,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
244,<music21.stream.Score 0x7efecfa0d670>,bwv377,1,2.040268456375839,2.0,1.0,0.5100671140939598,0,0.19463087248322147,0,,0,0.48507462686567165,0,0.12418300653594772,0,,3.0,23.0,9.0,36.0,57.0,0,,0,0.20915032679738563,0.0,9.5625,0.41830065359477125,0.13953138588372022,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
245,<music21.stream.Score 0x7efecf93d9d0>,bwv378,1,2.0163934426229506,2.0,1.0,0.3975409836065574,0,0.26229508196721313,0,,0,0.5190476190476191,0,0.13306451612903225,0,,2.0,26.0,11.0,38.0,67.0,0,,0,0.2096774193548387,0.0,7.75,0.46774193548387094,0.2343224229962522,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
